external_ref,transaction_at,transaction_date,transaction_week,transaction_month,source,country,currency_local,amount_local,amount_usd,is_accepted,is_cvv_provided,is_active,has_chargeback,is_missing_chargeback
4j7oL_cbM8HXaWLTHNKEr,2019-04-04 19:12:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,US,USD,83646.73,83646.73,True,False,True,False,False
L5_WCmBxUXGwLYT2vx7bU,2019-04-04 00:00:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,MX,MXN,90405.96,3608.0,False,False,True,False,False
ghA-034EKFtLRMWqq2T5G,2019-04-04 04:48:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,MX,MXN,90257.28,3602.07,True,False,True,False,False
Z8x4Ag_6dUY4tmgSVqiiV,2019-04-04 09:36:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,MX,MXN,90551.38,3613.8,True,False,True,False,False
kt0Wxy3GnXScjVW99FwSO,2019-04-04 14:24:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,MX,MXN,90955.02,3629.91,True,False,True,False,False
lfy2OJCZr_yxM8ydN7lIx,2019-04-04 19:12:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,MX,MXN,91388.65,3647.22,True,False,True,False,False
lFQYh57tgfGCDKWkIp3Kn,2019-04-04 00:00:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,UK,GBP,81668.9,111506.43,True,False,True,False,False
qQ6nLUoTtIDfBe-2jqnq5,2019-04-04 04:48:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,UK,GBP,81656.79,111489.9,False,False,True,False,False
T4VY6zqO5eybW3l0JT4IN,2019-04-04 09:36:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,UK,GBP,82153.67,112168.31,False,False,True,False,False
Q0yNtjgUMnpz-HOyMHmWN,2019-04-04 14:24:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,UK,GBP,81951.47,111892.24,True,False,True,False,False
QMAt5E6yTb4yBRIKF1LMy,2019-04-04 19:12:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,UK,GBP,81762.88,111634.75,True,False,True,False,False
KDzutgjxsqF-3AghG-wKR,2019-04-04 00:00:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,FR,EUR,90712.41,109435.19,True,False,True,False,False
wX_wVcd4hve6qXU2eseaE,2019-04-04 04:48:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,FR,EUR,90577.66,109272.63,True,False,True,False,False
KvXB7jxmTW_dSSFI-RoBx,2019-04-04 09:36:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,FR,EUR,90443.97,109111.35,True,False,True,False,False
dmn9iMGHHfP2R2kqk_xvQ,2019-04-04 14:24:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,FR,EUR,90617.53,109320.73,False,True,True,False,False
AEDKBjGzCoKN6FJarYsjw,2019-04-04 19:12:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,FR,EUR,90809.01,109551.73,False,False,True,False,False
Ax-0PcEJVI4EqVJ1v9hlq,2019-04-04 00:00:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,CA,CAD,89793.73,64479.68,False,False,True,False,False
cBFdWJuJiJD7lNlVKJTQm,2019-04-04 04:48:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,CA,CAD,90450.23,64951.1,False,False,True,False,False
j9zRC31bFoFSZ2WdWMj3m,2019-04-04 09:36:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,CA,CAD,90491.86,64981.0,True,False,True,False,False
EWMGcokQ81EYiEmOAMMw3,2019-04-04 14:24:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,CA,CAD,90587.3,65049.53,True,False,True,False,False
d3XHS9zgH1WdRzvG5oJTs,2019-04-04 19:12:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,CA,CAD,91187.53,65480.55,True,False,True,False,False
0szbOp1_O5_cbd0gDcI-j,2019-04-04 00:00:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,AE,USD,100159.11,100159.11,True,False,True,False,False
PCRg6XYI6JVE90XIkI_dZ,2019-04-04 04:48:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,AE,USD,100101.5,100101.5,True,False,True,False,False
LUzVfb1VUW1drgEoJTs9P,2019-04-04 09:36:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,AE,USD,100140.3,100140.3,False,False,True,False,False
BWpofcYqJV-shPRABG6vr,2019-04-04 14:24:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,AE,USD,100349.47,100349.47,False,False,True,False,False
faAWX9f1Sn6ebccmzNXcV,2019-04-04 19:12:00,2019-04-04,2019-04-01,2019-04-01,GLOBALPAY,AE,USD,100069.07,100069.07,True,False,True,False,False
UYVLT5XdPK01nfK1r0t-2,2019-04-05 00:00:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,US,USD,84300.84,84300.84,False,False,True,False,False
z_Fp4hNqhe-jwRpwIwfd8,2019-04-05 04:48:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,US,USD,84107.55,84107.55,False,False,True,False,False
rAtRDEroTcMPlp5PpG3qx,2019-04-05 09:36:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,US,USD,83854.8,83854.8,False,False,True,False,False
GXDmzoUu5-12vUnyovVd6,2019-04-05 14:24:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,US,USD,83597.38,83597.38,False,False,True,False,False
ULHpV_3cA_H2SiTQaOVG-,2019-04-05 19:12:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,US,USD,83655.43,83655.43,True,False,True,False,False
YTFt3EszDnn4ETPX5ZU26,2019-04-05 00:00:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,MX,MXN,91170.79,3637.42,True,False,True,False,False
49Hh7PwYZ2kZ6sbLvZAPg,2019-04-05 04:48:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,MX,MXN,91354.97,3644.77,True,False,True,False,False
whIzV5V6rni8Z6cn8vaOK,2019-04-05 09:36:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,MX,MXN,91085.6,3634.03,False,False,True,False,False
-peBAJ4yZBqkcIQXpx3vl,2019-04-05 14:24:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,MX,MXN,90886.01,3626.06,True,False,True,False,False
GXtjNr8ac7bolWhKaUegZ,2019-04-05 19:12:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,MX,MXN,91121.77,3635.47,True,False,True,False,False
R9R49_SfMGKhJb1M5fypU,2019-04-05 00:00:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,UK,GBP,82088.84,111489.87,False,False,True,False,False
CFESVUWn6rUXWL1iiBWQ4,2019-04-05 04:48:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,UK,GBP,82595.84,112178.46,False,False,True,False,False
-ejriPePG5qgW5Aaf9b8j,2019-04-05 09:36:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,UK,GBP,83052.59,112798.8,False,False,True,False,False
FWw9oMlK-KguWRjQmTVwG,2019-04-05 14:24:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,UK,GBP,83534.26,113452.98,False,False,True,False,False
pVCuS84VFu8tbFqkR167Y,2019-04-05 19:12:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,UK,GBP,83364.35,113222.22,True,False,True,False,False
65j535zdtcXCIQV4qL13S,2019-04-05 00:00:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,FR,EUR,90671.97,109466.53,False,False,True,False,False
Hq0j-MF-eE3ytqSFvOeDk,2019-04-05 04:48:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,FR,EUR,91149.34,110042.86,False,False,True,False,False
FmnSXceXxO4rsUky6K2L9,2019-04-05 09:36:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,FR,EUR,90982.61,109841.56,False,False,True,False,False
B6WF5A7Ra3pXfbIezSA_5,2019-04-05 14:24:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,FR,EUR,91347.98,110282.66,True,False,True,False,False
C6xl-Di-oIQ1WfSPNzY6u,2019-04-05 19:12:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,FR,EUR,91586.01,110570.03,False,False,True,False,False
SMnqtlukFzsRJVipMRAaO,2019-04-05 00:00:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,CA,CAD,91682.79,65722.92,True,False,True,False,False
8n4AnKpNJjSS6Q_2nQSqK,2019-04-05 04:48:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,CA,CAD,91939.62,65907.03,True,False,True,False,False
DzaZ0MyFAs791IQUiUZ9C,2019-04-05 09:36:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,CA,CAD,92111.51,66030.25,True,False,True,False,False
jCFF9_IWN7k50SSTux1in,2019-04-05 14:24:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,CA,CAD,92245.19,66126.07,True,False,True,False,False
XeK8R11EibbxxhcEOibAk,2019-04-05 19:12:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,CA,CAD,92298.62,66164.38,False,False,True,False,False
QMwLQ6zFxgesWMJohYVnq,2019-04-05 00:00:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,AE,USD,100680.92,100680.92,False,False,True,False,False
4vqSa22M9YTdJk3LKYSn4,2019-04-05 04:48:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,AE,USD,101298.48,101298.48,True,False,True,False,False
mYEr6MCW0TANsGmTWp5hq,2019-04-05 09:36:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,AE,USD,101783.19,101783.19,False,False,True,False,False
hR9lUA-DO7XZM1XWVmbiq,2019-04-05 14:24:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,AE,USD,101640.34,101640.34,False,False,True,False,False
X02-IV-sVAUHDGr-Kc7-T,2019-04-05 19:12:00,2019-04-05,2019-04-01,2019-04-01,GLOBALPAY,AE,USD,101709.81,101709.81,True,False,True,False,False
j2HuBx-qOcv9vu_LJTkfK,2019-04-06 00:00:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,US,USD,84053.34,84053.34,False,False,True,False,False
U_PQEo91YGEbJJPCRDjsf,2019-04-06 04:48:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,US,USD,84450.32,84450.32,True,False,True,False,False
wpaUDzqATawIE5Q_Jc4TU,2019-04-06 09:36:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,US,USD,84350.97,84350.97,True,False,True,False,False
H8EX41j7NzgUVzVLJUebl,2019-04-06 14:24:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,US,USD,84145.19,84145.19,False,False,True,False,False
q6NZcvgZPCkqtBz8sfwPt,2019-04-06 19:12:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,US,USD,84520.26,84520.26,True,False,True,False,False
yprwEsrle2xFa_FBPSP0q,2019-04-06 00:00:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,MX,MXN,91118.44,3634.15,False,False,True,False,False
Gdr9TdkakiRbn6Wq49yuU,2019-04-06 04:48:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,MX,MXN,91724.23,3658.31,False,False,True,False,False
EKVRF5ZkM9BKtf2b5qAmX,2019-04-06 09:36:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,MX,MXN,91953.37,3667.45,True,False,True,False,False
0Vzf4l8f4HwIUoHPWTgEG,2019-04-06 14:24:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,MX,MXN,92321.13,3682.12,True,False,True,False,False
xmLnwNJrbyuIjovEyOkBA,2019-04-06 19:12:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,MX,MXN,92952.79,3707.31,True,False,True,False,False
CMuO91eOadUCeCFHCaJnX,2019-04-06 00:00:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,UK,GBP,83226.86,113941.74,False,False,True,False,False
DSBLAqkvD1WJ2FHXcXpRq,2019-04-06 04:48:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,UK,GBP,83907.55,114873.64,True,False,True,False,False
Ts5G4In7peiCtNCboJHdU,2019-04-06 09:36:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,UK,GBP,84042.38,115058.23,True,False,True,False,False
gkJlbq_cbev9eVjMtiJUc,2019-04-06 14:24:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,UK,GBP,84709.82,115971.99,True,False,True,False,False
Iuk3ww7i_zu3kk1zcWspV,2019-04-06 19:12:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,UK,GBP,84539.08,115738.23,False,False,True,False,False
Tqp86K9hDRqmNtsfY7O0H,2019-04-06 00:00:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,FR,EUR,92046.4,110595.69,False,False,True,False,False
2rx0b6tahsjx9-hib-5td,2019-04-06 04:48:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,FR,EUR,92355.07,110966.56,True,False,True,False,False
LrczL1MfL1LYJFtShf5m4,2019-04-06 09:36:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,FR,EUR,92657.11,111329.47,True,False,True,False,False
lGz1H6UzQ6r8SvYuH1EYc,2019-04-06 14:24:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,FR,EUR,92800.85,111502.18,False,False,True,False,False
nOKjYsiBue6ffpIPB8Vjr,2019-04-06 19:12:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,FR,EUR,92862.2,111575.89,True,False,True,False,False
wmMonjVtVEN5U9bIzASIA,2019-04-06 00:00:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,CA,CAD,92451.51,66499.04,False,False,True,False,False
g6iCJ5AIdzq9ZLpF7rr9D,2019-04-06 04:48:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,CA,CAD,92260.38,66361.56,True,False,True,False,False
qZtQx067CPTmUqHjZQ-V_,2019-04-06 09:36:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,CA,CAD,92262.23,66362.89,True,False,True,False,False
FWLTRptVd1y20u4oXtUwB,2019-04-06 14:24:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,CA,CAD,92279.08,66375.01,True,False,True,False,False
MVHMxZ4e4iQoRYVnS8jwt,2019-04-06 19:12:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,CA,CAD,92532.3,66557.15,False,False,True,False,False
BfN0N1vLWWwmAjNBakmQI,2019-04-06 00:00:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,AE,USD,101819.31,101819.31,True,False,True,False,False
qZJ_kBcHohmZIx1UcA5EZ,2019-04-06 04:48:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,AE,USD,102156.75,102156.75,False,False,True,False,False
ENjSDMliYOlI4gdb-rTLj,2019-04-06 09:36:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,AE,USD,102003.92,102003.92,True,False,True,False,False
O_ht0-V3hYp2l5k5rtbTh,2019-04-06 14:24:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,AE,USD,101909.34,101909.34,False,False,True,False,False
U-Tio4mImVVefnsZb6qgH,2019-04-06 19:12:00,2019-04-06,2019-04-01,2019-04-01,GLOBALPAY,AE,USD,102044.29,102044.29,True,False,True,False,False
z9t1Mpgu5bomqnMMVKSJA,2019-04-07 00:00:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,US,USD,84348.22,84348.22,True,False,True,False,False
WAitjrJ1wyhKI_oZtggNv,2019-04-07 04:48:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,US,USD,84361.76,84361.76,True,False,True,False,False
RqmHm5GDrhM5vhLKKeMpp,2019-04-07 09:36:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,US,USD,84266.16,84266.16,True,False,True,False,False
xYePaPHdr_LWWw3yolZfY,2019-04-07 14:24:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,US,USD,84798.5,84798.5,True,False,True,False,False
rqSEj8n9bPR_e8LaS2Kh1,2019-04-07 19:12:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,US,USD,84857.88,84857.88,True,False,True,False,False
oU5-qLLHHVw2TApeG0uJo,2019-04-07 00:00:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,MX,MXN,93310.26,3722.1,True,False,True,False,False
uCkisoOn2MxAudEjAla3l,2019-04-07 04:48:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,MX,MXN,93106.06,3713.96,True,False,True,False,False
tZtnpcRecQ4Qk-jLcRoJK,2019-04-07 09:36:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,MX,MXN,93425.01,3726.68,True,False,True,False,False
U-dwLLLdwsgD1bBtjYbY-,2019-04-07 14:24:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,MX,MXN,93617.67,3734.37,False,False,True,False,False
D-BxkRIDxvkmrkfVTINSq,2019-04-07 19:12:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,MX,MXN,93982.21,3748.91,True,False,True,False,False
PCrpt4MIWqKy1i-ocmezv,2019-04-07 00:00:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,UK,GBP,84433.41,117251.11,False,False,True,False,False
2VmNeOcGm16mn0FktJWGZ,2019-04-07 04:48:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,UK,GBP,84740.64,117677.76,True,False,True,False,False
atIVtQCynfSCZz4c57nzq,2019-04-07 09:36:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,UK,GBP,84664.31,117571.76,True,False,True,False,False
ttpD2Va4p-y55QWTDz0qy,2019-04-07 14:24:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,UK,GBP,85079.35,118148.12,True,False,True,False,False
UYn5HMCQLT_IOb9vYZehF,2019-04-07 19:12:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,UK,GBP,85286.57,118435.88,False,False,True,False,False
-lhFXrJIeEKIgDH601hPu,2019-04-07 00:00:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,FR,EUR,92720.92,112913.19,True,False,True,False,False
g7I5YZ8NstQoOH5lz9qQo,2019-04-07 04:48:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,FR,EUR,92906.32,113138.96,True,False,True,False,False
NPaZX3aGraWBc6EtNUIsE,2019-04-07 09:36:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,FR,EUR,92707.46,112896.8,False,False,True,False,False
kIxKNLFEmonKhFDphy90b,2019-04-07 14:24:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,FR,EUR,92741.29,112937.99,True,False,True,False,False
FDdQBkgqrgETRh5GpN9TS,2019-04-07 19:12:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,FR,EUR,93048.74,113312.4,True,False,True,False,False
brob73Qpu7GbqPgeKQ3ho,2019-04-07 00:00:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,CA,CAD,92335.1,65991.84,False,False,True,False,False
p7MW5rl9crU3FsTdwkpkx,2019-04-07 04:48:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,CA,CAD,92431.43,66060.68,False,False,True,False,False
McIhN-DtWNpen3X5N2XqG,2019-04-07 09:36:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,CA,CAD,92352.84,66004.52,False,False,True,False,False
yQfpb3wLPTpbmeFo3xBPi,2019-04-07 14:24:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,CA,CAD,92626.79,66200.31,True,False,True,False,False
M92uxRSvuWmnb-pyXY_Lj,2019-04-07 19:12:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,CA,CAD,92517.63,66122.29,True,False,True,False,False
Bm4j4zbzB22wVRoQLNGxN,2019-04-07 00:00:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,AE,USD,101999.8,101999.8,False,False,True,False,False
wVNV72KiA3OZq9lgJnmN3,2019-04-07 04:48:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,AE,USD,102592.99,102592.99,True,False,True,False,False
OFNc-jSH2rv3Ox-P7uwh5,2019-04-07 09:36:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,AE,USD,102512.4,102512.4,False,False,True,False,False
qT6AEFI3sZtxJXe5HwX8i,2019-04-07 14:24:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,AE,USD,102418.73,102418.73,False,False,True,False,False
ud59o2Km3vsKI_5QrJ-rB,2019-04-07 19:12:00,2019-04-07,2019-04-01,2019-04-01,GLOBALPAY,AE,USD,102292.0,102292.0,True,False,True,False,False
Cr1Tqk2Kuz2rmWvADJT91,2019-04-08 00:00:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,US,USD,84963.35,84963.35,True,False,True,False,False
crrEqm2Wnj6HvZCzFjnWZ,2019-04-08 04:48:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,US,USD,85442.96,85442.96,False,False,True,False,False
_ZhdA5GjjrPkYxkD9kjsb,2019-04-08 09:36:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,US,USD,85933.13,85933.13,True,False,True,False,False
eAxMpEdpIiLNOqoYTXykw,2019-04-08 14:24:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,US,USD,86456.19,86456.19,True,False,True,False,False
IfHBDTJs64KG7ppQneWvC,2019-04-08 19:12:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,US,USD,86210.13,86210.13,True,False,True,False,False
1h3IUX5e5cq7VD91Tpfjx,2019-04-08 00:00:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,MX,MXN,93799.29,3741.56,False,False,True,False,False
zn20TufzuCHiUB17hRXUw,2019-04-08 04:48:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,MX,MXN,94351.75,3763.59,False,False,True,False,False
xUIWZrlpp2Ee_e8yx4EkU,2019-04-08 09:36:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,MX,MXN,94618.32,3774.23,True,False,True,False,False
TMUBqQTsp71Lt3PgM_q94,2019-04-08 14:24:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,MX,MXN,95081.43,3792.7,False,False,True,False,False
DXLKaxNMlh6oCzxEgr2es,2019-04-08 19:12:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,MX,MXN,95387.37,3804.9,False,False,True,False,False
xDgWV5T-vA--0uNzIGG_0,2019-04-08 00:00:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,UK,GBP,85028.33,118337.72,True,False,True,False,False
fmyVTAPzQN_xfmRX20rbA,2019-04-08 04:48:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,UK,GBP,84893.73,118150.39,True,False,True,False,False
8wPt6k5hQQLCBXzkpaHtH,2019-04-08 09:36:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,UK,GBP,84735.92,117930.76,True,False,True,False,False
XT-zAdV5rslc4TecjXkhi,2019-04-08 14:24:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,UK,GBP,85190.46,118563.36,False,False,True,False,False
dHWZk8d0Sxf37CB15vjjT,2019-04-08 19:12:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,UK,GBP,84995.53,118292.07,True,False,True,False,False
1_lTgQSmejXuDvhovsxTc,2019-04-08 00:00:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,FR,EUR,93525.68,112887.21,True,False,True,False,False
xnAE98qLVoq-4GJmC6oaU,2019-04-08 04:48:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,FR,EUR,93825.9,113249.58,True,False,True,False,False
-wkz_Eyg0CSmcRKV2lnB-,2019-04-08 09:36:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,FR,EUR,93575.21,112947.0,True,False,True,False,False
Ztg18iRTxTTDlr0lrBYUq,2019-04-08 14:24:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,FR,EUR,93580.51,112953.39,False,True,True,False,False
VNjgbP8ygYz4axRFVySGs,2019-04-08 19:12:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,FR,EUR,93470.03,112820.04,True,False,True,False,False
KOxGd4Z_TcPUei_iHpu-f,2019-04-08 00:00:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,CA,CAD,92631.33,65900.91,False,False,True,False,False
8Jphs9vv3Lu_T4r9ulzt9,2019-04-08 04:48:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,CA,CAD,92483.15,65795.49,False,False,True,False,False
yMEmuZ4ydmsYOUUGWVb0B,2019-04-08 09:36:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,CA,CAD,92697.25,65947.81,False,False,True,False,False
iUbMJ7d5f9tvpycMRKh4d,2019-04-08 14:24:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,CA,CAD,93315.49,66387.65,True,False,True,False,False
tTGml3LzfxIC81jN7vB-a,2019-04-08 19:12:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,CA,CAD,93765.1,66707.51,True,False,True,False,False
H4pSHptN84gPd6p8ZQPi5,2019-04-08 00:00:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,AE,USD,102771.29,102771.29,True,False,True,False,False
gJotBQ4se4P8Okp1r6waf,2019-04-08 04:48:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,AE,USD,103262.89,103262.89,True,False,True,False,False
As1eNjhFaQYARELpyXj70,2019-04-08 09:36:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,AE,USD,103043.42,103043.42,False,False,True,False,False
RHvP9ktBIc7e1JAQIw01x,2019-04-08 14:24:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,AE,USD,102751.05,102751.05,True,False,True,False,False
Hzi-dhEQtoN_NvBrVnAJ7,2019-04-08 19:12:00,2019-04-08,2019-04-08,2019-04-01,GLOBALPAY,AE,USD,103441.33,103441.33,False,False,True,False,False
CqjuDXZDfsEiuoU_9hW0S,2019-04-09 00:00:00,2019-04-09,2019-04-08,2019-04-01,GLOBALPAY,US,USD,86043.29,86043.29,True,False,True,False,False
uZ6Y3r8lDpezTdpfiPKL7,2019-04-09 04:48:00,2019-04-09,2019-04-08,2019-04-01,GLOBALPAY,US,USD,85820.8,85820.8,False,False,True,False,False
qK_it9jdfukvkH9EbI7K7,2019-04-09 09:36:00,2019-04-09,2019-04-08,2019-04-01,GLOBALPAY,US,USD,85977.04,85977.04,True,False,True,False,False
wgm3EF3-HEKM0MVvgEXPQ,2019-04-09 14:24:00,2019-04-09,2019-04-08,2019-04-01,GLOBALPAY,US,USD,86192.82,86192.82,True,False,True,False,False
WvB5edYwzX5yIRxKVfub2,2019-04-09 19:12:00,2019-04-09,2019-04-08,2019-04-01,GLOBALPAY,US,USD,86786.17,86786.17,True,False,True,False,False
vm-nQyBsBlqvWxEZ5yLTb,2019-04-09 00:00:00,2019-04-09,2019-04-08,2019-04-01,GLOBALPAY,MX,MXN,95779.32,3821.2,True,False,True,False,False
249oUShwGulqnlzw_zEFc,2019-04-09 04:48:00,2019-04-09,2019-04-08,2019-04-01,GLOBALPAY,MX,MXN,95979.07,3829.17,True,False,True,False,False
